sentiment,price_change
0.902,-1.1913
0.5296,-1.1913
0.6105,-0.0831
0.5211,-0.0831
0.9654,-0.0831
0.6907,0.7372
0.9158,-0.1022
0.7593,-0.1022
0.6678,-0.1022
0.8696,-0.1022
0.9309,-0.0598
0.8873,-0.1352
0.7361,-0.2468
0.9608,-0.2542
0.6851,-0.2542
0.8009,-0.2542
0.5608,0.6218
0.5091,0.6218
0.9139,0.6218
0.8934,0.4184
0.8758,0.6218
0.7333,0.6218
0.6554,0.6218
0.9131,0.6218
0.9359,0.2418
0.9159,0.2418
0.6699,0.3928
0.9377,0.3287
0.9022,0.3287
0.5517,-0.2625
0.5343,-0.2625
0.7377,-0.2625
0.5393,-0.2625
0.8257,-0.2625
0.9369,-0.2625
0.9137,-0.2625
0.608,0.6813
0.909,0.6813
0.9627,0.6813
0.9192,-0.0437
0.8359,-0.7045
0.6776,-0.7045
0.7912,-0.7045
0.645,2.8588
0.5186,0.5292
0.8502,-1.1913
0.7344,-0.0831
0.6846,1.7008
0.5663,-0.0831
0.846,-0.0598
0.5235,-0.1352
0.7467,-0.2468
0.9692,-0.2542
0.7502,0.6218
0.5082,0.6218
0.5555,0.6218
0.9163,0.6218
0.6232,0.2418
0.7273,-0.2625
0.9689,0.7228
0.7576,0.7228
0.9548,-0.1111
0.916,-0.1603
0.9357,-0.1603
0.9495,-0.1603
0.6792,-0.1603
0.8815,0.4184
0.8173,0.4184
0.3567,-1.3549
0.9566,-1.3549
0.8552,0.2212
0.8962,-0.1261
0.8847,-0.43
0.9074,1.7008
0.9722,1.7008
0.935,1.7008
0.5843,1.4203
0.954,0.4607
0.9422,0.4607
0.9422,0.4607
0.9306,-3.1479
0.8982,-3.1479
0.9358,-3.1479
0.9108,-0.3621
0.9708,-0.3621
0.8838,-0.3621
0.9361,1.0183
0.5391,7.3923
0.5782,7.3923
0.9663,7.3923
0.6286,7.3923
0.5951,-0.5743
0.9618,-0.5743
0.6553,0.0
0.9678,0.3891
0.7459,-0.0831
0.8763,-0.1022
0.5402,-0.1022
0.7919,-0.0598
0.5606,-0.2542
0.864,-0.2625
0.7087,0.7228
0.9103,-0.3109
0.8484,-1.0712
0.8929,-1.1148
0.9256,-0.2472
0.9049,-0.1603
0.6835,0.4184
0.9131,0.4184
0.9093,0.397
0.8812,0.397
0.9679,-0.0858
0.9319,1.4753
0.9043,0.2212
0.8263,2.0242
0.424,2.0242
0.5014,1.4203
0.6999,0.4607
0.8262,0.4607
0.8868,-3.1479
0.8349,-3.1479
0.7363,-3.1479
0.6334,-0.3621
0.9031,1.0183
0.85,1.0183
0.8841,7.3923
0.919,-1.178
0.9337,-1.178
0.9191,3.062
0.9428,3.062
0.9111,-0.0831
0.7083,3.062
0.9191,-0.2634
0.8792,-2.2823
0.6922,-0.7386
0.8993,-0.2505
0.6911,-0.4997
0.9183,-0.4997
0.9198,2.2059
0.8476,2.2059
0.9339,-0.831
0.7145,-0.831
0.7193,0.0289
0.5294,-1.4666
0.7464,-1.4666
0.9701,-1.4666
0.9626,-0.3514
0.8068,-0.3514
0.6664,1.0353
0.8451,-4.6941
0.6866,-4.6941
0.9041,2.2184
0.8989,2.2184
0.6466,-1.2041
0.7918,0.1596
0.975,1.4225
0.947,1.4225
0.8382,1.0665
0.9198,-2.2823
0.7264,1.0665
0.8725,1.0665
0.9181,-0.2855
0.8604,-0.2855
0.8641,-0.2855
0.8579,-0.0437
0.523,-0.7045
0.552,-0.0598
0.8485,0.6218
0.6945,-0.2625
0.9526,-0.2625
0.9287,-0.3109
0.7074,-1.1148
0.9231,-1.1148
0.6785,-1.1148
0.507,-0.1111
0.9448,-0.1111
0.9439,-0.2472
0.935,-0.1603
0.6389,0.4184
0.7618,2.0242
0.9209,7.3923
0.9565,7.3923
0.7802,7.3923
0.8288,-1.178
0.8842,-1.178
0.9079,-3.2896
0.8176,-3.2896
0.6405,0.0803
0.792,0.0803
0.8951,0.3719
0.6765,0.3719
0.6493,3.062
0.5863,3.062
0.6314,3.062
0.5403,-0.2634
0.859,-0.2634
0.7787,-3.3333
0.9268,-0.7837
0.9196,-0.7837
0.8856,-0.7837
0.9192,-0.7837
0.7502,0.761
0.9272,-0.2505
0.7838,2.2059
0.9461,2.2059
0.888,2.2059
0.5387,-0.831
0.8483,-0.831
0.8685,-0.831
0.4656,1.5001
0.9321,-1.4666
0.754,-1.4666
0.9303,-1.4666
0.9628,-1.4666
0.7848,0.6813
0.8439,-0.0437
0.9312,-0.0437
0.8617,2.8588
0.8564,0.5292
0.9657,-0.2468
0.6011,0.6218
0.5743,0.2418
0.9517,-0.1111
0.497,0.4184
0.8911,0.4184
0.9452,-1.3549
0.9629,0.3891
0.9487,0.2212
0.9599,-0.43
0.5746,2.0242
0.6946,-3.1479
0.5139,-0.3621
0.9685,-0.6242
0.9353,0.0
0.7083,-0.5743
0.9521,0.0
0.9306,-1.178
0.635,-3.2896
0.7206,0.6246
0.9707,-0.2634
0.9523,-1.7118
0.5589,-1.7118
0.9277,-0.7837
0.7139,-0.4997
0.9259,-0.0831
0.8573,2.2059
0.6108,2.2059
0.726,2.2059
0.9626,0.0289
0.9503,1.0353
0.8933,0.0
0.9065,0.555
0.8897,0.1596
0.9153,1.0665
0.897,0.5894
0.8793,0.5894
0.8244,-0.2855
0.9745,-0.2855
0.7963,-0.2855
0.6999,0.7971
0.9616,-0.2864
0.7998,0.355
0.9022,-2.0615
0.9092,-0.4392
0.6817,0.527
0.9596,-1.3362
0.9212,-1.6349
0.7219,-1.6349
0.7238,-1.6349
0.5076,0.5506
0.5216,-0.5907
0.7507,-0.5907
0.6116,0.8267
0.5952,0.8267
0.53,-0.8822
0.9064,0.6218
0.9417,0.3928
0.9724,-0.1603
0.6144,-0.3621
0.8923,0.6246
0.9364,0.3719
0.9412,2.2059
0.9022,0.355
0.542,-1.3362
0.7889,-1.6349
0.8561,0.8267
0.8457,0.6813
0.9232,0.6813
0.9041,-0.7045
0.9083,-0.0216
0.7901,-0.0216
0.8673,-0.0598
0.691,-0.0598
0.7615,-0.1352
0.9657,-0.2468
0.8016,-0.2468
0.965,-0.2542
0.9373,-0.2542
0.925,-0.2542
0.9551,0.6218
0.9376,0.6218
0.8875,0.6218
0.9499,0.6218
0.8818,0.6218
0.9524,0.6218
0.9361,0.2418
0.9684,0.2418
0.9336,0.2418
0.9488,0.2418
0.8415,0.2418
0.9416,0.2418
0.9561,0.3928
0.7784,0.3928
0.9453,0.3287
0.9428,0.3287
0.9435,0.3287
0.9594,0.3287
0.9517,0.3287
0.9517,0.3287
0.9193,0.3287
0.939,0.3287
0.9355,0.3287
0.9286,0.3287
0.8128,0.3287
0.9467,0.3287
0.9536,-0.3109
0.8977,-0.1111
0.892,-0.1603
0.9197,-0.1603
0.8334,0.397
0.7904,1.4753
0.608,7.3923
0.7527,3.062
0.5316,-1.7118
0.9231,-0.1844
0.9309,-0.3514
0.9169,-4.6941
0.8995,0.555
0.9589,0.1596
0.5643,1.0665
0.7829,-0.2864
0.8116,0.0758
0.8905,0.4821
0.722,0.0839
0.9369,0.0839
0.4362,0.3287
0.8377,-0.2625
0.9718,1.0183
0.7088,-0.7386
0.9498,-0.7386
0.6537,0.7971
0.8299,-0.0658
0.9755,-1.0154
0.8404,-1.0154
0.8455,0.5506
0.638,0.8267
0.3993,0.6813
0.9306,0.6813
0.5375,-0.7045
0.9288,0.0072
0.8479,-0.0831
0.44,-0.1022
0.8583,-0.1352
0.875,-0.2542
0.6294,-0.2542
0.967,0.6218
0.9038,0.6218
0.5995,0.3287
0.9198,-1.1148
0.7567,0.4184
0.8419,1.7008
0.8235,1.7008
0.6604,1.0183
0.4537,-1.178
0.5168,-1.178
0.8385,-3.2896
0.9219,0.6246
0.9455,0.3719
0.9744,0.3719
0.9711,-0.2634
0.9504,-0.2634
0.9736,-0.2634
0.7679,-0.2634
0.7729,-2.2823
0.5651,0.761
0.8392,0.761
0.9379,-0.7386
0.7815,-0.7386
0.9338,-0.4997
0.8492,-0.4997
0.9238,-0.4997
0.7824,2.2059
0.9353,2.2059
0.5004,-0.831
0.9097,-0.831
0.9483,-0.831
0.4787,0.0289
0.945,-1.4666
0.9463,-1.4666
0.7832,-1.4666
0.9151,-1.4666
0.7509,-1.4666
0.8531,-4.6941
0.9358,2.2184
0.9328,0.555
0.9756,-1.2041
0.8203,0.1596
0.9004,1.4225
0.9288,0.5894
0.9216,-0.2855
0.814,0.7971
0.966,0.0554
0.7111,0.0974
0.9554,0.0974
0.9607,-1.0154
0.7806,-0.0188
0.9654,-0.4037
0.93,0.5506
0.6739,0.5506
0.9292,0.0
0.8434,0.6813
0.8733,0.6813
0.8741,0.6813
0.8108,0.6813
0.8809,0.6813
0.909,0.6813
0.8809,0.6813
0.8784,0.6813
0.9234,0.6813
0.8322,0.6813
0.8446,0.6813
0.9003,0.6813
0.8844,0.6813
0.8983,0.6813
0.9068,0.6813
0.8322,0.6813
0.8962,0.6813
0.9276,0.6813
0.8544,0.6813
0.7332,0.6813
0.9125,0.6813
0.8444,0.6813
0.8128,0.6813
0.9462,-0.0437
0.7824,-0.0437
0.932,-0.0437
0.8388,-0.0437
0.951,-0.0437
0.8008,-0.0437
0.521,-0.7045
0.9735,-0.7045
0.8656,2.8588
0.8925,2.8588
0.912,2.8588
0.9265,0.6642
0.8811,0.6642
0.6808,0.5292
0.4913,0.5292
0.5114,-1.1913
0.9195,-0.0216
0.4231,-0.0216
0.9391,-0.0831
0.8736,-0.0831
0.6398,-0.0831
0.6806,-0.0831
0.7013,-0.0831
0.7341,-0.0831
0.3889,-0.0831
0.8672,0.1411
0.8838,0.1411
0.8924,0.1411
0.8895,0.1411
0.9664,0.7372
0.8655,-0.1022
0.9562,-0.1022
0.9654,-0.1022
0.9698,-0.0598
0.9698,-0.0598
0.9647,-0.0598
0.9737,-0.0598
0.9598,-0.0598
0.5068,0.6813
0.9406,0.6813
0.888,0.6813
0.7455,-0.7045
0.9511,0.5292
0.9017,0.1411
0.5433,0.1411
0.8748,-0.1022
0.6958,-0.1022
0.7611,-0.1022
0.9694,-0.0598
0.8365,-0.0598
0.6177,-0.1352
0.9284,-0.2625
0.8481,-0.1352
0.9133,-0.2542
0.8875,-0.2542
0.8075,0.6218
0.8196,0.2418
0.8692,0.2418
0.9469,0.3287
0.5048,-0.2625
0.7251,-0.2625
0.7966,-0.2625
0.6504,-0.2625
0.5661,-0.2625
0.5194,0.7228
0.9498,0.7228
0.8796,-1.0712
0.9369,-1.1148
0.7066,-1.1148
0.9351,-1.1148
0.9657,-1.1148
0.9564,-0.1111
0.6202,-0.2472
0.7217,-0.2472
0.8273,-0.1603
0.9574,-0.1603
0.923,0.4184
0.8177,0.4184
0.9536,0.6648
0.9427,0.6648
0.5251,0.2212
0.8013,-0.43
0.6676,-0.43
0.5958,-0.43
0.623,-0.43
0.8921,2.0242
0.7872,2.0242
0.9394,2.0242
0.8426,2.0242
0.6355,2.0242
0.6916,0.6813
0.8645,0.6813
0.9115,0.6813
0.7723,0.6813
0.494,0.6813
0.9116,0.6813
0.9032,0.6813
0.5495,0.6813
0.8272,0.6813
0.6374,0.6813
0.8972,0.6813
0.8646,0.6813
0.4967,0.6813
0.795,0.6813
0.635,0.6813
0.9179,0.6813
0.8871,0.6813
0.8258,0.6813
0.8917,-0.0437
0.617,-0.0437
0.8071,-0.0437
0.8826,-0.0437
0.8811,-0.0437
0.8397,-0.0437
0.8598,-0.0437
0.9166,-0.0437
0.6545,-0.0437
0.8236,-0.0437
0.8362,-0.0437
0.7239,-0.0437
0.8664,-0.0437
0.783,2.8588
0.7239,2.8588
0.6656,2.8588
0.7213,0.6642
0.8055,0.5292
0.5083,0.5292
0.6918,-0.0216
0.9022,-0.0216
0.8529,-0.0216
0.6388,-0.0216
0.9309,-0.0216
0.8627,-0.0831
0.7591,-0.0831
0.8383,-0.0831
0.9234,-0.0831
0.6753,-0.0831
0.8455,0.0
0.6269,0.1411
0.9179,0.7372
0.9065,0.7372
0.8927,0.6813
0.8805,0.6813
0.8587,-0.7045
0.8815,-0.7045
0.9369,-0.7045
0.7661,0.6642
0.6787,0.5292
0.8159,-0.0831
0.9182,-0.1352
0.8964,-0.1022
0.7627,0.6218
0.9747,0.3928
0.9555,0.3287
0.9444,0.0
0.967,-1.0712
0.9743,-0.1603
0.7573,-0.1603
0.8819,-1.0712
0.8125,-0.0858
0.7522,-0.43
0.9043,-0.43
0.9478,7.3923
0.9732,7.3923
0.5544,0.3891
0.9496,0.3891
0.8414,0.0
0.9116,-1.178
0.9294,-1.178
0.9112,-3.2896
0.9016,-3.2896
0.7971,-3.2896
0.9677,0.6246
0.9533,-2.2823
0.8342,-0.7386
0.9672,-0.4997
0.7546,2.2059
0.9381,1.5001
0.9323,-1.4666
0.9492,-1.4666
0.8322,-1.4666
0.6857,1.0353
0.9698,-4.6941
0.7857,2.2184
0.9647,0.1596
0.5331,1.4225
0.6054,-0.2855
0.9435,-0.2855
0.716,0.7971
0.9332,0.7971
0.655,0.7971
0.5403,0.7971
0.7768,0.7971
0.8244,0.7971
0.9286,0.7971
0.9058,0.7971
0.6869,0.7971
0.7403,0.0554
0.8481,0.0554
0.8756,0.0554
0.8041,0.0554
0.5114,-0.2864
0.6067,-0.8425
0.8084,0.4915
0.9604,-0.4392
0.6309,0.527
0.8546,-0.0188
0.8898,-0.4037
0.9224,0.0
0.8446,0.3796
0.8187,-1.6349
0.4515,0.0
0.9406,0.0839
0.5773,-0.5907
0.8083,0.8267
0.917,0.8267
0.6316,0.8267
0.8989,0.8267
0.5005,0.8267
0.969,0.0
0.5072,-3.1479
0.9654,0.6642
0.9055,2.2184
0.8637,0.555
0.4675,0.3796
0.8951,-1.6349
0.7378,0.6813
0.7956,-3.1479
0.8733,0.6813
0.9382,0.6813
0.8868,-0.0437
0.951,-0.0437
0.9391,-0.7045
0.9457,2.8588
0.9347,-1.1913
0.8858,-0.0831
0.8189,-0.1022
0.8269,-0.1352
0.9389,0.6218
0.9256,0.6218
0.9174,0.6218
0.8563,0.6218
0.7352,0.3287
0.9054,-0.2625
0.859,-0.2625
0.5287,0.7228
0.9448,0.7228
0.5279,-1.0712
0.934,-1.1148
0.9174,-1.1148
0.876,-1.1148
0.7288,-0.1111
0.6819,-0.2472
0.9544,-0.2472
0.8311,-0.2472
0.6501,-0.1603
0.9325,-0.1603
0.7844,-0.1603
0.84,-0.1603
0.9306,-0.1603
0.9526,-0.1603
0.7972,-0.1603
0.4916,1.0637
0.9499,-0.0858
0.6386,-0.0858
0.9058,0.6648
0.8961,0.2212
0.9378,-0.1261
0.7506,2.0242
0.701,2.0242
0.8607,1.7008
0.9679,1.7008
0.5709,1.7008
0.6603,1.4203
0.597,0.4607
0.5571,0.4607
0.8419,-3.1479
0.9485,-3.1479
0.7699,-3.1479
0.9506,-0.3621
0.9495,-0.3621
0.944,-0.6242
0.8686,-0.6242
0.8896,-0.6242
0.9459,1.0183
0.9565,1.0183
0.9552,1.0183
0.6319,1.0183
0.9214,1.0183
0.6914,7.3923
0.8975,7.3923
0.8321,7.3923
0.6777,-0.5743
0.9173,0.6813
0.6962,0.6813
0.6704,0.6813
0.8079,0.6813
0.9568,0.6813
0.9595,0.6813
0.5795,0.6813
0.4979,0.6813
0.7589,-0.0437
0.6971,-0.0437
0.8653,-0.0437
0.4729,-0.0437
0.7084,-0.0437
0.8927,-0.0437
0.8215,-0.0437
0.9419,-0.0437
0.8808,-0.0437
0.4447,-0.0437
0.4621,-0.0437
0.8463,0.0
0.9505,0.0
0.8818,-0.7045
0.7421,-0.7045
0.6754,-0.7045
0.6977,-0.7045
0.8722,2.8588
0.9598,2.8588
0.6317,2.8588
0.7603,2.8588
0.8147,0.6642
0.6646,0.6642
0.8782,0.5292
0.9477,0.5292
0.8552,0.5292
0.9045,0.5292
0.9482,0.5292
0.6959,-1.1913
0.5209,-1.1913
0.5703,-1.1913
0.6537,-1.1913
0.7327,-0.0216
0.7802,0.0072
0.8161,0.0072
0.8377,0.0072
0.7033,0.0072
0.6612,0.0072
0.622,0.0072
0.7861,-0.0216
0.9173,-0.0216
0.9716,-0.0216
0.9331,-0.0831
0.8709,0.6813
0.8428,0.6813
0.8408,-0.0437
0.9425,-0.0437
0.9323,-0.0437
0.5805,-0.7045
0.907,2.8588
0.7264,0.6642
0.5857,0.6642
0.7974,0.6642
0.6691,0.6642
0.784,0.5292
0.7016,0.5292
0.701,-1.1913
0.8729,-0.0216
0.7826,-0.0216
0.9533,-0.0216
0.8133,-0.0216
0.9483,-0.0831
0.4999,-0.0831
0.8677,0.1411
0.8736,0.1411
0.6084,0.7372
0.9268,-0.1022
0.8703,-0.1022
0.8117,-0.1022
0.7981,-0.1022
0.8336,-0.1022
0.7957,-0.1022
0.9215,-0.1022
0.8824,-0.1022
0.5277,-0.1022
0.4782,-0.1022
0.8368,-0.0598
0.8964,-0.0598
0.6422,-0.0598
0.7848,-0.0598
0.9079,-0.0598
0.9206,-0.0598
0.7468,-0.0598
0.8854,-0.0598
0.8716,-0.1352
0.8159,-0.1352
0.4991,-0.2542
0.9248,-0.2542
0.6559,-0.2542
0.8278,-0.2542
0.692,-0.2542
0.4414,-0.2542
0.8648,-0.2542
0.8778,0.6218
0.5207,0.6218
0.8175,0.6218
0.8141,0.6218
0.8642,0.6218
0.8967,0.6218
0.763,0.6218
0.6194,0.6218
0.884,0.6218
0.8313,0.6218
0.8169,0.6218
0.9503,0.2418
0.8997,0.2418
0.762,0.2418
0.8568,0.3928
0.9098,0.3287
0.6336,0.3287
0.9422,0.3287
0.7567,0.3287
0.949,-0.2625
0.8935,-0.2625
0.8668,-0.2625
0.7047,-0.2625
0.6631,-0.2625
0.876,-1.0712
0.7014,-1.0712
0.8002,-1.1148
0.9159,-1.1148
0.9,-1.1148
0.9,-1.1148
0.8275,-0.0437
0.9324,0.5292
0.8873,0.5292
0.9027,-0.0216
0.8783,-0.0831
0.89,-0.0831
0.9058,-0.1022
0.8854,-0.1022
0.8944,-0.1022
0.9057,-0.1022
0.8553,-0.0598
0.8566,-0.1352
0.9509,-0.2542
0.7628,0.6218
0.9254,0.6218
0.8649,0.3928
0.7595,0.3287
0.8582,0.7228
0.6987,-1.0712
0.6295,-1.0712
0.9391,-1.0712
0.8676,-1.0712
0.7486,-1.1148
0.5961,-0.1111
0.5995,-0.1111
0.5548,-0.1603
0.8979,-1.3549
0.6285,-0.8928
0.5327,2.0242
0.7766,1.7008
0.752,1.4203
0.8432,0.4607
0.6751,0.4607
0.7622,-3.1479
0.5364,-0.3621
0.5234,-0.3621
0.7433,-0.3621
0.9013,-0.6242
0.9309,-0.6242
0.8474,-0.6242
0.6958,0.0
0.5117,1.0183
0.948,1.0183
0.5415,1.0183
0.874,7.3923
0.8129,-0.5743
0.5024,0.3891
0.9097,0.3891
0.9567,-3.2896
0.9512,0.0803
0.7564,3.062
0.6711,3.062
0.8558,3.062
0.5054,-0.2634
0.5802,-0.2634
0.7586,-0.2634
0.7784,-1.7118
0.7393,-4.6941
0.8177,-0.0684
0.9244,-0.831
0.9242,-0.831
0.8465,0.0289
0.8712,-0.3514
0.9342,-0.3514
0.8256,1.0353
0.5773,-4.6941
0.6741,0.0
0.5146,2.2184
0.9711,-1.2041
0.9533,-1.2041
0.9597,0.1596
0.9033,0.1596
0.9574,1.4225
0.9276,1.4225
0.9258,1.0665
0.9521,0.5894
0.8574,0.7971
0.8585,0.7971
0.8585,0.7971
0.7827,0.7971
0.5621,0.7971
0.5252,0.7971
0.8153,0.7971
0.9067,0.7971
0.7666,0.0554
0.6379,-0.2864
0.8476,0.4915
0.921,0.0
0.8146,0.6813
0.5814,0.6813
0.9089,0.6813
0.9187,0.6813
0.945,0.6813
0.7757,-0.0437
0.8258,0.6813
0.9358,0.6813
0.936,-0.0437
0.9262,-0.0437
0.9301,-0.0437
0.7575,-0.0437
0.7579,-0.0437
0.9132,-0.0437
0.65,-0.0437
0.8804,-0.0437
0.8233,-0.0437
0.9208,-0.0437
0.7803,-0.0437
0.701,-0.0437
0.9177,0.0
0.9282,0.0
0.9171,0.0
0.8708,0.0
0.8933,-0.7045
0.8492,-0.7045
0.9029,-0.7045
0.9215,-0.7045
0.9129,-0.7045
0.7712,-0.7045
0.8771,-0.7045
0.8104,2.8588
0.7835,2.8588
0.9038,2.8588
0.9358,2.8588
0.5458,2.8588
0.9061,0.0
0.9384,0.6642
0.8927,0.6642
0.7423,0.6642
0.9514,0.6642
0.9282,0.5292
0.8231,0.5292
0.9184,0.5292
0.4672,-0.4997
0.8701,0.5292
0.8959,0.5292
0.9349,0.5292
0.93,-1.1913
0.8273,-1.1913
0.9175,0.0072
0.8422,-0.0216
0.9311,-0.0216
0.7511,-0.0216
0.6958,-0.0216
0.9214,-0.0831
0.8106,-0.0831
0.905,-0.0831
0.6609,0.1411
0.4942,0.1411
0.9104,0.1411
0.9145,0.7372
0.9105,-0.1022
0.9143,0.0
0.6362,0.0
0.9243,0.6813
0.9293,0.6813
0.7347,0.6813
0.828,0.6813
0.828,0.6813
0.7581,0.6813
0.9177,-0.0437
0.9041,-0.0437
0.7962,-0.0437
0.5635,-0.0437
0.7963,-0.0437
0.5738,-0.0437
0.8425,-0.0437
0.9348,-0.0437
0.9069,0.0
0.9345,-0.7045
0.4716,-0.7045
0.9432,-0.7045
0.7991,-0.7045
0.9088,-0.7045
0.8551,-0.7045
0.9122,-0.7045
0.9132,-0.7045
0.866,0.0
0.822,2.8588
0.7101,2.8588
0.7757,0.6642
0.5934,0.6642
0.8616,0.6642
0.9226,0.5292
0.9079,0.5292
0.8948,-1.1913
0.9074,-1.1913
0.7999,0.0072
0.9484,0.0072
0.8812,0.0072
0.9343,-0.0216
0.7958,-0.0216
0.9386,-0.0216
0.9073,-0.0831
0.6114,-0.0831
0.8705,0.1411
0.7397,0.1411
0.9316,0.1411
0.9381,0.7372
0.9359,-0.1022
0.8536,-0.0598
0.626,-0.0598
0.7669,-0.0598
0.9121,0.6813
0.8126,0.6813
0.738,0.6813
0.8596,0.6813
0.8684,-0.0437
0.5608,0.6813
0.9044,0.6813
0.898,0.6813
0.4884,0.0
0.9041,-0.0437
0.8814,-0.0437
0.8556,-0.0437
0.8822,-0.0437
0.6526,-0.0437
0.8559,-0.0437
0.5045,-0.0437
0.5801,-0.0437
0.9391,-0.0437
0.7712,-0.0437
0.6431,-0.7045
0.774,-0.7045
0.869,-0.7045
0.9749,-0.7045
0.974,-0.7045
0.8704,0.0
0.7943,2.8588
0.8296,2.8588
0.9733,2.8588
0.8524,2.8588
0.8524,2.8588
0.916,2.8588
0.8609,2.8588
0.8071,0.0
0.877,0.6642
0.803,0.5292
0.9057,0.5292
0.8995,0.5292
0.8898,0.5292
0.7943,0.5292
0.5332,0.5292
0.4891,0.5292
0.9129,0.0
0.5889,-1.1913
0.7199,-1.1913
0.932,-1.1913
0.9246,-1.1913
0.7842,0.6813
0.5378,0.6813
0.899,-0.0437
0.8759,0.1411
0.6709,-0.1022
0.8471,-0.0598
0.4974,-0.2468
0.8317,0.6218
0.8152,0.6218
0.6014,0.2418
0.899,0.2418
0.7227,-0.2625
0.9131,0.7228
0.9244,-1.0712
0.9167,-0.1111
0.9594,-0.1111
0.8655,-0.2472
0.4457,-0.2472
0.8384,-0.2472
0.6382,-1.3549
0.8528,-0.8928
0.6973,1.4753
0.7408,0.2212
0.8914,0.2212
0.9283,0.2212
0.8854,-0.0437
0.7939,-0.7045
0.7027,2.8588
0.5651,0.6642
0.8316,0.5292
0.569,-0.0598
0.9511,0.6218
0.8816,0.3287
0.7076,0.3287
0.9389,0.7228
0.9727,0.7228
0.8566,-0.1111
0.8193,0.4184
0.9124,0.397
0.9573,0.6648
0.9199,0.2212
0.9458,0.2212
0.8737,-0.43
0.9508,-0.43
0.95,-0.43
0.8417,2.0242
0.9749,-0.5743
0.5728,0.3891
0.5297,-1.178
0.9569,-1.178
0.4822,0.0803
0.9009,3.062
0.6397,3.062
0.8398,-0.2634
0.5619,-0.7386
0.9729,-0.4997
0.7924,-0.831
0.9515,-1.4666
0.8705,-0.3514
0.8794,1.0353
0.4477,-4.6941
0.9668,2.2184
0.7509,0.555
0.8882,-1.2041
0.9468,0.1596
0.9479,0.1596
0.7369,0.1596
0.7849,1.4225
0.9492,1.4225
0.884,0.0554
0.7733,0.0554
0.6641,-0.8425
0.9508,-0.8425
0.9139,0.527
0.9576,-0.5907
0.9388,0.527
0.953,-1.3362
0.9165,0.2851
0.9676,-0.4037
0.946,0.4821
0.7141,0.3796
0.8027,-1.6349
0.9456,-1.6349
0.9322,0.5506
0.9072,0.6462
0.6757,0.6462
